,Unnamed: 0,Name,Record,Nickname,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,weight number,WeightClass
3005,3005,Chas Skelly,NC),The Scrapper,"5' 11""",145 lbs.,"72""",Orthodox,"May 11, 1985",2.02,0.4,3.35,0.48,1.71,0.34,0.33,2.4,145,Featherweight
3006,3006,Matt Skelton,0-1-0,,"6' 3""",265 lbs.,--,Orthodox,"Jan 23, 1967",0.0,0.0,0.54,0.0,0.0,0.0,0.66,0.0,265,Heavyweight
3007,3007,Zach Skinner,10-11-0,,"5' 6""",145 lbs.,--,Orthodox,--,0.53,0.5,2.4,0.32,5.0,0.27,1.0,1.0,145,Featherweight
3008,3008,Brian Sleeman,9-9-1,,"5' 8""",185 lbs.,--,,--,4.0,0.48,1.85,0.7,9.23,1.0,1.0,0.0,185,Middleweight
3009,3009,Joe Slick,16-5-3,,"6' 0""",199 lbs.,--,Orthodox,"Oct 17, 1977",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199,Lightheavyweight
3010,3010,Ray Sloan,8-1-0,,"6' 1""",205 lbs.,--,,"Jul 14, 1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,Lightheavyweight
3011,3011,Kestutis Smirnovas,24-8-2,,"5' 10""",200 lbs.,--,Orthodox,--,4.95,0.52,5.05,0.54,1.55,0.5,1.0,1.6,200,Lightheavyweight
3012,3012,Maurice Smith,12-14-0,,"6' 2""",221 lbs.,--,Orthodox,"Dec 13, 1961",0.41,0.46,0.47,0.6,0.89,0.5,0.2,0.9,221,Heavyweight
3013,3013,Patrick Smith,20-17-0,,"6' 2""",225 lbs.,--,Orthodox,"Aug 28, 1963",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225,Heavyweight
3014,3014,Scott Smith,NC),Hands of Steel,"6' 0""",185 lbs.,"70""",Orthodox,"May 21, 1979",1.9,0.27,5.87,0.5,0.12,0.06,0.58,0.5,185,Middleweight
3016,3016,Josh Smith,9-8-0,,"6' 0""",155 lbs.,--,Orthodox,"Jul 02, 1982",0.73,0.28,1.4,0.54,0.0,0.0,0.57,2.0,155,Lightweight
3017,3017,David Smith,5-1-0,,--,155 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,Lightweight
3019,3019,Dillon Smith,0-0-0,,"6' 0""",170 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,Welterweight
3020,3020,Trevor Smith,15-10-0,Hot Sauce,"6' 3""",185 lbs.,"75""",Orthodox,"Jan 05, 1981",3.29,0.55,3.31,0.51,1.7,0.32,0.6,0.7,185,Middleweight
3021,3021,Anthony Smith,34-16-0,Lionheart,"6' 4""",205 lbs.,"76""",Orthodox,"Jul 26, 1988",2.94,0.46,4.38,0.42,0.49,0.28,0.51,0.7,205,Lightheavyweight
3022,3022,Colton Smith,7-4-0,,"6' 0""",155 lbs.,"71""",Orthodox,"Aug 14, 1987",1.64,0.41,2.3,0.51,4.09,0.36,0.25,1.4,155,Lightweight
3023,3023,Gilbert Smith,12-6-0,,"5' 9""",185 lbs.,--,Southpaw,"Oct 19, 1981",1.09,0.41,2.73,0.35,3.51,0.6,0.0,1.2,185,Middleweight
3024,3024,Leslie Smith,10-7-1,The Peacemaker,"5' 9""",135 lbs.,"66""",Orthodox,"Aug 17, 1982",7.56,0.4,8.41,0.51,0.0,0.0,0.62,0.0,135,Bantamweight
3025,3025,Devonte Smith,10-2-0,King Kage,"5' 9""",155 lbs.,"76""",Orthodox,"Jul 30, 1993",6.88,0.56,3.65,0.59,0.0,0.0,1.0,0.0,155,Lightweight
3026,3026,Cole Smith,7-2-0,The Cole Train,"5' 11""",135 lbs.,"67""",Orthodox,"Apr 05, 1989",1.78,0.35,1.96,0.49,1.67,0.33,0.45,1.7,135,Bantamweight
3027,3027,Nate Smith,6-1-0,The Savage,"5' 6""",125 lbs.,"69""",Switch,"Apr 09, 1995",1.28,0.38,2.04,0.35,0.0,0.0,0.33,2.3,125,Flyweight
3028,3028,Walter Smith-Cotito,NC),,"5' 8""",135 lbs.,--,,--,2.95,0.36,3.53,0.68,2.16,0.33,0.57,0.0,135,Bantamweight
3029,3029,Justin Smitley,10-7-1,,--,145 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145,Featherweight
3030,3030,Dmitrii Smoliakov,9-3-0,The Lifeguard,"6' 2""",253 lbs.,"74""",Switch,"Aug 05, 1982",1.44,0.42,3.81,0.55,0.0,0.0,0.75,0.0,253,Heavyweight
3031,3031,Louis Smolka,16-7-0,Da Last Samurai,"5' 9""",135 lbs.,"68""",Orthodox,"Jul 16, 1991",4.25,0.46,3.62,0.52,1.61,0.34,0.3,2.0,135,Bantamweight
3032,3032,Richie Smullen,3-1-1,,"5' 9""",155 lbs.,"68""",Orthodox,"Aug 17, 1991",1.98,0.77,2.26,0.65,8.49,0.66,0.0,0.0,155,Lightweight
3033,3033,Devin Smyth,4-2-0,,"5' 10""",170 lbs.,"72""",Switch,"Jul 21, 1995",2.6,0.68,6.73,0.25,4.0,0.26,1.0,0.0,170,Welterweight
3034,3034,Denis Sobolev,4-7-0,,"6' 3""",216 lbs.,--,Orthodox,--,0.0,0.0,5.45,0.33,0.0,0.0,0.0,0.0,216,Heavyweight
3035,3035,Peter Sobotta,17-7-1,,"6' 0""",170 lbs.,"75""",Southpaw,"Jan 11, 1987",2.14,0.4,2.9,0.58,1.53,0.32,0.77,0.5,170,Welterweight
3036,3036,Renato Sobral,37-11-0,Babalu,"6' 1""",205 lbs.,"75""",Orthodox,"Sep 07, 1975",2.23,0.45,1.53,0.57,2.48,0.42,0.65,2.6,205,Lightheavyweight
3037,3037,Rameau Thierry Sokoudjou,18-18-0,The African Assassin,"5' 10""",205 lbs.,"78""",Orthodox,"Apr 18, 1984",2.26,0.45,2.61,0.56,1.93,0.47,0.78,0.9,205,Lightheavyweight
3038,3038,Joe Solecki,10-2-0,,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 27, 1993",3.62,0.74,0.93,0.51,3.31,0.62,0.0,1.3,155,Lightweight
3039,3039,Chris Solomon,0-0-0,,"5' 11""",155 lbs.,--,,--,0.0,0.0,2.8,0.37,0.0,0.0,0.33,0.0,155,Lightweight
3040,3040,Joe Son,0-4-0,,"5' 4""",236 lbs.,--,Orthodox,"Nov 22, 1970",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236,Heavyweight
3041,3041,Paul Song,2-2-0,,--,185 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,Middleweight
3042,3042,Song Kenan,16-5-0,The Assassin,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 10, 1990",4.3,0.45,4.2,0.56,0.0,0.0,0.45,0.0,170,Welterweight
3043,3043,Chael Sonnen,29-15-1,,"6' 1""",205 lbs.,"73""",Southpaw,"Apr 03, 1977",3.08,0.43,1.1,0.62,3.81,0.59,0.66,0.4,205,Lightheavyweight
3044,3044,Cody Sons,3-7-0,,"5' 9""",205 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,Lightheavyweight
3045,3045,Jin Soo Son,9-4-0,,"5' 6""",135 lbs.,"69""",Orthodox,"Apr 01, 1993",5.1,0.36,7.63,0.52,1.5,0.25,1.0,0.0,135,Bantamweight
3046,3046,Emiliano Sordi,16-7-0,He-Man,"6' 2""",205 lbs.,--,Orthodox,"Feb 15, 1991",4.79,0.5,4.79,0.48,0.0,0.0,1.0,8.3,205,Lightheavyweight
3047,3047,Sean Soriano,10-5-0,,"5' 9""",145 lbs.,--,Orthodox,"Oct 06, 1989",3.15,0.61,2.31,0.52,1.27,0.42,0.55,0.0,145,Featherweight
3048,3048,Punahele Soriano,7-0-0,Puna,"5' 11""",185 lbs.,"72""",Southpaw,"Nov 22, 1992",3.99,0.42,2.41,0.46,3.28,0.8,0.0,0.0,185,Middleweight
3049,3049,Dmitry Sosnovskiy,11-0-0,Wicked Machine,"6' 3""",240 lbs.,"77""",Orthodox,"Jul 06, 1989",2.95,0.7,2.53,0.35,3.16,0.66,1.0,3.2,240,Heavyweight
3050,3050,Ben Sosoli,NC),Combat Wombat,"6' 0""",265 lbs.,"72""",Southpaw,"Dec 10, 1989",2.31,0.31,4.3,0.47,0.0,0.0,0.0,0.0,265,Heavyweight
3051,3051,Krzysztof Soszynski,26-12-1,The Polish Experiment,"6' 1""",205 lbs.,"77""",Open Stance,"Aug 02, 1977",3.37,0.39,3.13,0.58,0.52,0.25,0.71,1.0,205,Lightheavyweight
3052,3052,George Sotiropoulos,14-7-0,,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 09, 1977",2.61,0.27,2.52,0.67,2.32,0.31,0.53,1.6,155,Lightweight
3053,3053,Greg Soto,9-4-0,,"5' 11""",170 lbs.,"73""",Orthodox,"Jun 03, 1986",3.21,0.63,2.61,0.52,1.49,0.27,0.44,1.0,170,Welterweight
3054,3054,Alex Soto,8-3-1,Extremo,"5' 8""",135 lbs.,--,Southpaw,"Feb 15, 1984",2.95,0.25,5.02,0.59,2.82,0.3,0.0,0.0,135,Bantamweight
3055,3055,Joe Soto,18-7-0,One Bad Mofo,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 22, 1987",3.36,0.41,5.37,0.67,0.85,0.21,0.7,1.9,135,Bantamweight
3056,3056,Mario Soto,7-2-0,Dr. Mario,"6' 0""",145 lbs.,--,,--,1.43,0.23,5.23,0.42,0.0,0.0,0.0,0.0,145,Featherweight
3057,3057,Andre Soukhamthath,13-8-0,The Asian Sensation,"5' 9""",135 lbs.,"70""",Orthodox,"Oct 23, 1988",2.77,0.44,4.31,0.49,1.25,0.53,0.58,0.2,135,Bantamweight
3058,3058,Bobby Southworth,NC),,"6' 2""",205 lbs.,--,Orthodox,"Dec 16, 1969",0.99,0.39,1.38,0.65,3.98,0.78,0.64,1.3,205,Lightheavyweight
3059,3059,Jacare Souza,NC),,"6' 1""",185 lbs.,"72""",Orthodox,"Dec 07, 1979",2.54,0.46,2.81,0.62,2.46,0.38,0.6,1.4,185,Middleweight
3060,3060,Edimilson Souza,15-5-0,Kevin,"6' 0""",145 lbs.,"74""",Orthodox,"Oct 17, 1984",4.65,0.44,2.91,0.58,0.0,0.0,0.5,0.0,145,Featherweight
3061,3061,Livinha Souza,14-2-0,The Brazilian Gangsta,"5' 3""",115 lbs.,"63""",Orthodox,"Mar 11, 1991",2.2,0.46,3.02,0.65,2.59,0.44,0.4,1.3,115,Strawweight
3062,3062,Mario Souza,12-1-0,Coracao Valente,"6' 3""",185 lbs.,"79""",Orthodox,"Oct 20, 1996",3.4,0.6,0.93,0.54,0.0,0.0,0.0,1.0,185,Middleweight
3063,3063,Charon Spain,14-26-0,,"5' 9""",155 lbs.,--,,"Mar 11, 1988",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,Lightweight
3064,3064,Chris Spang,6-3-0,The Kiss,"6' 2""",170 lbs.,--,Orthodox,"Nov 26, 1987",1.83,0.36,1.95,0.6,0.0,0.0,0.5,0.9,170,Welterweight
3065,3065,Andreas Spang,9-3-0,Sweet Swede,"6' 1""",185 lbs.,--,,"Nov 07, 1978",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,Middleweight
3066,3066,Ryan Spann,18-6-0,Superman,"6' 5""",205 lbs.,"79""",Orthodox,"Aug 24, 1991",3.27,0.44,3.43,0.46,1.76,0.41,0.6,1.8,205,Lightheavyweight
3067,3067,Ron Sparks,8-3-0,The Monster,"6' 5""",265 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265,Heavyweight
3068,3068,Tommy Speer,21-7-0,,"5' 10""",170 lbs.,"71""",Orthodox,"Aug 20, 1984",2.56,0.51,5.12,0.35,2.02,0.33,0.33,0.0,170,Welterweight
3069,3069,Patrick Speight,7-3-0,,"6' 1""",170 lbs.,--,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,Welterweight
3070,3070,Sean Spencer,12-6-0,Black Magic,"5' 10""",170 lbs.,"74""",Orthodox,"Jun 25, 1987",4.24,0.32,4.02,0.6,0.14,0.33,0.68,0.0,170,Welterweight
3071,3071,Felicia Spencer,8-2-0,FeeNom,"5' 6""",145 lbs.,"68""",Orthodox,"Nov 29, 1990",3.02,0.45,5.57,0.43,0.64,0.1,0.14,0.3,145,Featherweight
3072,3072,Sam Spengler,9-5-0,The Ram,"5' 11""",185 lbs.,--,Orthodox,--,3.27,0.62,3.27,0.54,1.75,0.11,0.75,1.8,185,Middleweight
3073,3073,Nick Sperling,3-4-0,,--,135 lbs.,--,,--,1.4,0.25,1.4,0.66,0.0,0.0,0.0,0.0,135,Bantamweight
3074,3074,Mario Sperry,13-4-0,Zen Machine,"6' 2""",205 lbs.,--,Orthodox,"Sep 28, 1966",2.81,0.52,1.53,0.47,2.09,0.42,0.71,1.4,205,Lightheavyweight
3075,3075,Eric Spicely,12-6-0,Zebrinha,"6' 1""",185 lbs.,"73""",Orthodox,"Sep 29, 1986",3.71,0.45,5.72,0.55,1.31,0.2,0.75,1.0,185,Middleweight
3076,3076,Waachiim Spiritwolf,NC),Native Warrior,"5' 8""",170 lbs.,--,,--,10.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,170,Welterweight
3077,3077,Daniel Spitz,6-3-0,,"6' 7""",245 lbs.,"82""",Orthodox,"Jul 31, 1990",2.6,0.35,5.3,0.46,0.74,0.66,0.0,0.0,245,Heavyweight
3078,3078,Serghei Spivac,11-2-0,Polar Bear,"6' 3""",260 lbs.,"78""",Orthodox,"Jan 24, 1995",3.15,0.44,3.2,0.59,3.46,0.56,0.75,0.4,260,Heavyweight
3079,3079,Daniel Spohn,15-6-0,Dragon,"6' 4""",205 lbs.,"79""",Southpaw,"Oct 12, 1984",2.42,0.49,1.6,0.53,0.0,0.0,0.28,2.5,205,Lightheavyweight
3080,3080,Pete Spratt,25-23-0,The Secret Weapon,"5' 9""",170 lbs.,--,Orthodox,"Jan 09, 1971",1.63,0.48,1.33,0.55,0.3,1.0,0.46,0.3,170,Welterweight
3081,3081,Austin Springer,12-4-0,,"5' 8""",145 lbs.,"71""",Orthodox,"May 12, 1987",3.54,0.57,3.15,0.41,3.37,0.4,1.0,0.8,145,Featherweight
3082,3082,Georges St-Pierre,26-2-0,Rush,"5' 11""",185 lbs.,"76""",Orthodox,"May 19, 1981",3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1,185,Middleweight
3083,3083,Bobby Stack,8-3-0,,"5' 9""",155 lbs.,--,Orthodox,--,1.0,0.2,2.89,0.34,7.48,0.45,1.0,0.0,155,Lightweight
3084,3084,Andreas Stahl,10-4-0,Real Steel,"5' 11""",170 lbs.,--,Orthodox,"May 20, 1988",2.83,0.37,4.74,0.57,1.55,0.66,0.8,0.0,170,Welterweight
3085,3085,Ron Stallings,NC),The Choir Boy,"6' 2""",170 lbs.,"75""",Southpaw,"Jan 25, 1983",3.22,0.6,3.26,0.51,0.0,0.0,0.71,0.0,170,Welterweight
3086,3086,Cody Stamann,19-3-1,The Spartan,"5' 6""",145 lbs.,"64""",Orthodox,"Nov 09, 1989",4.14,0.48,3.18,0.63,3.03,0.46,0.8,0.0,145,Featherweight
3087,3087,Cristina Stanciu,5-2-0,Barbie,"5' 3""",115 lbs.,--,Orthodox,"Mar 29, 1994",2.5,0.5,3.07,0.52,0.85,1.0,0.4,1.7,115,Strawweight
3088,3088,Brian Stann,12-6-0,All American,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 24, 1980",3.28,0.42,2.65,0.59,0.12,0.12,0.6,0.3,205,Lightheavyweight
3089,3089,Josh Stansbury,4-8-0,The Sandman,"6' 2""",205 lbs.,"74""",Orthodox,"Nov 19, 1984",3.22,0.54,3.54,0.54,0.0,0.0,0.87,1.0,205,Lightheavyweight
3090,3090,Dion Staring,35-14-0,Soldier,"6' 1""",235 lbs.,--,Orthodox,"Jun 09, 1978",1.09,0.37,5.0,0.47,0.0,0.0,0.33,0.0,235,Heavyweight
3091,3091,Lucas Stark,1-5-0,,--,155 lbs.,--,,--,1.6,0.25,3.2,0.66,12.0,1.0,0.0,0.0,155,Lightweight
3092,3092,Clifford Starks,13-3-0,,"6' 0""",185 lbs.,"78""",Orthodox,"Apr 25, 1981",1.94,0.33,2.49,0.58,1.94,1.0,0.6,0.0,185,Middleweight
3093,3093,Kalib Starnes,17-11-1,,"6' 3""",185 lbs.,"74""",Orthodox,"Jan 06, 1975",2.71,0.48,4.43,0.53,1.46,0.33,0.25,0.6,185,Middleweight
3094,3094,Laureano Staropoli,9-3-0,Pepi,"6' 1""",170 lbs.,"71""",Orthodox,"Feb 27, 1993",4.4,0.34,4.58,0.53,0.25,0.2,0.57,0.0,170,Welterweight
3095,3095,Damian Stasiak,10-6-0,Webster,"5' 5""",135 lbs.,"70""",Orthodox,"Feb 20, 1990",1.86,0.36,3.1,0.52,2.64,0.35,0.43,0.6,135,Bantamweight
3096,3096,Adam Steele,0-1-0,,--,170 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,Welterweight
3097,3097,Dominique Steele,14-9-0,Non-Stop Action-Packed,"5' 10""",170 lbs.,"74""",Orthodox,"Jan 27, 1988",2.32,0.49,2.42,0.5,2.95,0.42,0.76,0.0,170,Welterweight
3098,3098,Ricky Steele,6-0-0,The Karate Kid,"5' 9""",135 lbs.,"74""",Orthodox,"May 26, 1988",4.07,0.7,2.93,0.5,0.0,0.0,0.91,0.0,135,Bantamweight
3099,3099,Eric Steenberg,5-1-0,,--,155 lbs.,--,,"Jun 22, 1983",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,Lightweight
3100,3100,Steve Steinbeiss,9-4-0,The Hooligan,"6' 3""",185 lbs.,"75""",Orthodox,"May 05, 1981",3.92,0.55,1.86,0.49,0.44,0.5,0.58,0.0,185,Middleweight
3101,3101,Ray Steinbeiss,14-7-0,Ipswitch Cobra,"5' 11""",170 lbs.,--,Orthodox,"Sep 12, 1979",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,170,Welterweight
3102,3102,Dmitri Stepanov,0-1-0,,"6' 3""",217 lbs.,--,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217,Heavyweight
3103,3103,Jeremy Stephens,NC),Lil' Heathen,"5' 9""",145 lbs.,"71""",Orthodox,"May 25, 1986",3.18,0.4,3.06,0.58,1.16,0.38,0.65,0.4,145,Featherweight
3104,3104,Aljamain Sterling,19-3-0,Funk Master,"5' 7""",135 lbs.,"71""",Orthodox,"Jul 31, 1989",4.82,0.5,1.94,0.66,1.89,0.29,0.51,1.0,135,Bantamweight
3105,3105,Marc Stevens,21-10-0,,"5' 9""",155 lbs.,--,,--,0.45,0.26,1.79,0.46,0.0,0.0,0.0,0.0,155,Lightweight
3106,3106,Joe Stevenson,33-16-0,Daddy,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1982",2.05,0.44,2.44,0.6,2.75,0.44,0.39,2.2,145,Featherweight
3107,3107,Maia Stevenson,6-5-0,,"5' 4""",115 lbs.,"62""",Orthodox,"Mar 19, 1982",1.57,0.54,3.13,0.33,3.91,1.0,0.5,0.0,115,Strawweight
3108,3108,Luke Stewart,6-3-0,,"5' 11""",170 lbs.,--,Orthodox,--,3.75,0.56,2.34,0.53,3.75,0.33,0.5,1.9,170,Welterweight
3109,3109,Darren Stewart,NC),The Dentist,"6' 0""",185 lbs.,"74""",Orthodox,"Dec 30, 1990",3.08,0.44,2.82,0.52,1.56,0.4,0.66,0.1,185,Middleweight
3110,3110,Kyle Stewart,11-3-0,Gunz Up,"6' 0""",170 lbs.,"76""",Orthodox,"Jan 31, 1989",1.41,0.35,2.42,0.43,1.32,0.2,0.6,0.0,170,Welterweight
3111,3111,Alex Stiebling,NC),The Brazilian Killa,"6' 2""",205 lbs.,--,Southpaw,--,1.77,0.42,1.45,0.52,0.35,0.66,0.66,0.7,205,Lightheavyweight
3112,3112,Tyler Stinson,30-10-0,The Evolution,"6' 3""",170 lbs.,--,,"Jan 17, 1986",2.8,0.23,4.6,0.56,0.5,1.0,0.0,0.5,170,Welterweight
3113,3113,Dan Stittgen,12-5-0,The Anvil,"6' 1""",170 lbs.,--,Orthodox,"Nov 17, 1980",2.97,0.46,4.42,0.37,0.78,1.0,1.0,0.0,170,Welterweight
3114,3114,Lazar Stojadinovic,12-5-0,The Bronx Bomber,"5' 7""",145 lbs.,"68""",Southpaw,"Mar 22, 1989",1.82,0.29,1.97,0.59,0.0,0.0,0.0,0.0,145,Featherweight
3115,3115,Denis Stojnic,NC),,"6' 0""",245 lbs.,--,Orthodox,"Feb 02, 1980",1.51,0.23,6.06,0.36,0.0,0.0,0.8,1.0,245,Heavyweight
3116,3116,Julija Stoliarenko,9-5-1,,"5' 7""",135 lbs.,"66""",,"Apr 08, 1993",2.1,0.34,3.87,0.5,0.0,0.0,0.66,0.5,135,Bantamweight
3117,3117,Dustin Stoltzfus,13-2-0,,"6' 0""",185 lbs.,"75""",Orthodox,"Nov 15, 1991",2.48,0.57,3.93,0.48,0.78,0.12,0.62,0.8,185,Middleweight
3118,3118,Niklas Stolze,12-4-0,Green Mask,"6' 1""",170 lbs.,"74""",Switch,"Dec 28, 1992",2.0,0.41,1.93,0.56,1.0,1.0,0.66,0.0,170,Welterweight
3119,3119,Ken Stone,11-4-0,,"5' 8""",135 lbs.,"71""",Southpaw,"Oct 08, 1982",3.85,0.49,2.9,0.48,1.24,0.33,0.6,0.6,135,Bantamweight
3120,3120,Ryan Stonitsch,8-1-0,,"5' 9""",170 lbs.,--,Southpaw,"Feb 03, 1977",2.53,0.36,2.53,0.71,0.0,0.0,0.0,0.0,170,Welterweight
3121,3121,George Stork,7-9-0,,"5' 10""",185 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,Middleweight
3122,3122,Rick Story,19-9-0,The Horror,"5' 9""",170 lbs.,"71""",Southpaw,"Aug 28, 1984",3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9,170,Welterweight
3123,3123,Darko Stosic,13-4-0,,"6' 0""",205 lbs.,"76""",Orthodox,"Feb 09, 1992",2.61,0.45,4.04,0.58,3.42,0.5,0.83,0.0,205,Lightheavyweight
3124,3124,Greg Stott,0-1-0,Ranger,"5' 7""",220 lbs.,--,Southpaw,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,Heavyweight
3125,3125,Curtis Stout,11-12-1,,"6' 1""",185 lbs.,--,Southpaw,"Nov 07, 1973",0.69,0.67,3.2,0.29,0.0,0.0,0.2,0.0,185,Middleweight
3126,3126,Sam Stout,20-12-1,Hands of Stone,"5' 9""",155 lbs.,"70""",Orthodox,"Apr 23, 1984",4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1,155,Lightweight
3127,3127,Tim Stout,12-10-0,,"5' 11""",185 lbs.,--,,"Feb 09, 1979",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,Middleweight
3129,3129,Dave Strasser,25-8-0,,"5' 10""",170 lbs.,--,Orthodox,"Jul 13, 1969",3.04,0.45,1.88,0.59,0.72,0.33,0.33,0.0,170,Welterweight
3130,3130,Daniel Straus,NC),,"5' 7""",145 lbs.,"71""",,"Jul 27, 1984",4.76,0.43,2.99,0.57,0.84,0.15,0.81,1.1,145,Featherweight
3131,3131,Gerald Strebendt,9-7-0,The Finishing Machine,"5' 9""",155 lbs.,--,Orthodox,"Mar 01, 1979",0.0,0.0,4.0,0.38,0.0,0.0,0.0,16.4,155,Lightweight
3132,3132,Sean Strickland,22-3-0,Tarzan,"6' 1""",185 lbs.,"76""",Orthodox,"Feb 27, 1991",5.09,0.38,3.77,0.66,1.26,0.6,0.81,0.4,185,Middleweight
3133,3133,Mark Striegl,NC),Mugen,"5' 8""",135 lbs.,"70""",Southpaw,"Jun 23, 1988",3.53,0.42,21.18,0.25,0.0,0.0,0.0,0.0,135,Bantamweight
3134,3134,Hans Stringer,22-8-3,,"6' 3""",205 lbs.,--,Orthodox,"Jul 06, 1987",3.16,0.61,2.84,0.41,2.4,0.36,0.62,0.0,205,Lightheavyweight
3135,3135,Stefan Struve,33-13-0,Skyscraper,"6' 11""",265 lbs.,"84""",Orthodox,"Feb 18, 1988",3.12,0.47,4.04,0.46,0.56,0.46,0.55,1.7,265,Heavyweight
3136,3136,Josh Stuart,1-4-0,,"5' 9""",160 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160,Welterweight
3137,3137,Mike Stumpf,11-4-0,,"5' 10""",170 lbs.,--,,"Aug 01, 1986",3.34,0.43,8.85,0.47,1.59,0.25,0.33,0.8,170,Welterweight
3138,3138,Kyle Sturgeon,0-1-0,,"6' 3""",225 lbs.,--,Switch,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225,Heavyweight
3139,3139,Tatiana Suarez,9-0-0,,"5' 5""",115 lbs.,"66""",Southpaw,"Dec 19, 1990",4.82,0.65,1.45,0.48,6.47,0.62,1.0,0.6,115,Strawweight
3140,3140,Masanori Suda,22-11-3,,"5' 9""",183 lbs.,--,Orthodox,--,1.8,0.5,1.2,0.63,0.0,0.0,0.6,0.0,183,Middleweight
3141,3141,Genki Sudo,15-4-2,Neo-Samurai,"5' 9""",155 lbs.,--,Orthodox,"Mar 08, 1978",1.55,0.39,2.23,0.33,3.58,0.6,0.5,4.2,155,Lightweight
3142,3142,Daisuke Sugie,10-8-1,Amazon,"5' 6""",160 lbs.,--,Orthodox,--,0.0,0.0,0.22,0.8,3.27,0.5,0.0,3.3,160,Welterweight
3143,3143,Takashi Sugiura,1-3-0,,"5' 11""",225 lbs.,--,Southpaw,"May 31, 1970",1.37,0.4,2.08,0.53,1.33,0.66,0.0,0.0,225,Heavyweight
3144,3144,Naho Sugiyuma,12-5-0,Sugi Rock,"5' 1""",105 lbs.,--,,"Feb 03, 1978",2.59,0.48,2.45,0.71,2.05,1.0,0.66,0.0,105,Strawweight
3145,3145,George Sullivan,NC),The Silencer,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 13, 1981",3.53,0.39,2.42,0.57,1.37,0.2,0.38,0.7,170,Welterweight
3146,3146,Amar Suloev,24-7-0,,"5' 9""",183 lbs.,--,Orthodox,"Jul 01, 1976",1.98,0.37,2.19,0.7,0.27,1.0,0.88,0.3,183,Middleweight
3147,3147,Magomed Sultanakhmedov,18-6-0,,"6' 2""",185 lbs.,--,Southpaw,--,0.0,0.0,2.4,0.42,9.0,1.0,0.0,9.0,185,Middleweight
3148,3148,Justin Sumter,7-3-0,,"6' 2""",185 lbs.,"80""",Southpaw,"Nov 16, 1989",2.68,0.48,7.64,0.34,2.87,1.0,0.0,0.0,185,Middleweight
3149,3149,Aji Susilo,6-4-0,,"5' 10""",155 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,Lightweight
3150,3150,Jason Suttie,0-1-0,Nobunaga,"6' 0""",210 lbs.,--,Orthodox,"Aug 07, 1973",2.07,0.83,4.97,0.36,0.0,0.0,0.0,0.0,210,Heavyweight
3151,3151,Joel Sutton,2-4-1,,"5' 11""",205 lbs.,--,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,Lightheavyweight
3152,3152,Chad Sutton,2-2-0,,"6' 1""",185 lbs.,--,,"Aug 07, 1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,Middleweight
