,Name,Record,Nickname,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
2917,Ray Seraille,8-9-0,,"6' 3""",246 lbs.,--,,--,5.29,27%,17.65,41%,0.0,0%,0%,0.0
2918,Ivan Serati,12-4-0,,"6' 0""",205 lbs.,--,Orthodox,--,0.86,26%,5.33,29%,0.0,0%,0%,0.0
2919,Alex Serdyukov,8-5-0,The Russian Crusher,"6' 2""",170 lbs.,"74""",Orthodox,"May 24, 1980",4.94,48%,3.1,46%,1.84,55%,67%,1.8
2920,Nicholas Sergiacomi,1-1-0,,--,170 lbs.,--,,--,4.38,55%,3.94,59%,0.0,0%,0%,0.0
2921,Matt Serra,11-7-0,The Terra,"5' 6""",170 lbs.,"68""",Orthodox,"Jun 02, 1974",1.98,39%,2.64,46%,2.05,20%,38%,0.9
2922,Nick Serra,7-3-0,The Mad Monkey,"5' 9""",170 lbs.,--,Orthodox,"Mar 27, 1978",0.0,0%,1.73,43%,1.0,10%,0%,2.0
2923,Adrian Serrano,56-29-4,,"5' 8""",170 lbs.,--,,"Dec 23, 1963",0.0,0%,0.0,0%,0.0,0%,0%,0.0
2924,Fredy Serrano,3-2-0,El Profe,"5' 3""",125 lbs.,"65""",Orthodox,"Sep 22, 1979",1.58,26%,1.89,61%,2.84,25%,84%,0.0
2925,Carl Seumanutafa,10-8-0,,"6' 1""",255 lbs.,--,Orthodox,--,0.0,0%,3.33,75%,0.0,0%,0%,0.0
2926,Dan Severn,101-19-1,The Beast,"6' 2""",250 lbs.,--,Southpaw,"Jun 08, 1958",0.0,0%,0.0,0%,0.0,0%,0%,0.0
2927,Rosi Sexton,13-5-0,The Surgeon,"5' 3""",135 lbs.,--,Orthodox,"Jul 16, 1977",3.31,39%,7.42,41%,0.75,10%,80%,0.0
2928,Scott Shaffer,0-1-0,,"5' 7""",145 lbs.,--,Orthodox,--,2.4,67%,0.53,50%,0.0,0%,72%,3.0
2929,Edmen Shahbazyan,11-1-0,The Golden Boy,"6' 2""",185 lbs.,"74""",Orthodox,"Nov 20, 1997",3.85,51%,4.31,49%,4.44,40%,58%,0.5
2930,Leon Shahbazyan,7-2-0,,"6' 4""",170 lbs.,"74""",Orthodox,"Nov 18, 1995",6.33,52%,8.18,32%,1.46,50%,0%,0.0
2931,Liliya Shakirova,8-2-0,,"5' 4""",125 lbs.,"65""",Orthodox,"Oct 24, 1991",2.7,30%,2.58,74%,0.0,0%,0%,0.0
2932,Kamal Shalorus,9-5-2,Prince of Persia,"5' 8""",155 lbs.,"68""",Orthodox,"Aug 27, 1972",3.06,32%,2.99,70%,2.07,50%,80%,0.0
2933,Ken Shamrock,28-17-2,The World's Most Dangerous Man,"6' 1""",205 lbs.,"72""",Orthodox,"Feb 11, 1964",1.47,46%,4.3,39%,0.94,60%,44%,2.5
2934,Frank Shamrock,23-10-2,,"5' 10""",185 lbs.,--,Orthodox,"Dec 08, 1972",4.75,53%,4.66,57%,0.35,50%,37%,1.1
2935,Jason Sharp,3-3-0,,--,205 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
2936,Eric Shelton,12-6-0,Showtime,"5' 6""",125 lbs.,"68""",Orthodox,"Feb 02, 1991",2.57,42%,1.88,63%,2.83,51%,46%,0.2
2937,Sean Sherk,36-4-1,The Muscle Shark,"5' 6""",155 lbs.,"67""",Orthodox,"Aug 05, 1973",2.17,35%,2.71,55%,4.09,46%,56%,0.4
2938,Chase Sherman,15-6-0,The Vanilla Gorilla,"6' 4""",250 lbs.,"78""",Orthodox,"Nov 16, 1989",6.02,45%,5.55,52%,0.0,0%,77%,0.0
2939,Valentina Shevchenko,19-3-0,Bullet,"5' 5""",125 lbs.,"66""",Southpaw,"Mar 07, 1988",2.98,50%,2.03,62%,2.21,58%,75%,0.3
2940,Antonina Shevchenko,9-2-0,La Pantera,"5' 8""",125 lbs.,"67""",Southpaw,"Nov 20, 1984",4.09,56%,2.51,54%,0.65,60%,56%,0.7
2941,Katsuyori Shibata,4-11-1,,"6' 0""",168 lbs.,--,Orthodox,"Nov 17, 1979",2.06,35%,2.4,53%,0.49,50%,53%,0.7
2942,Jake Shields,NC),,"6' 0""",170 lbs.,"72""",Orthodox,"Jan 09, 1979",2.45,36%,1.8,56%,2.83,29%,35%,1.2
2943,Henrique Shiguemoto,13-4-1,,"5' 11""",185 lbs.,"72""",Orthodox,"Jun 22, 1989",3.6,33%,6.0,16%,0.0,0%,50%,0.0
2944,Shunichi Shimizu,NC),,"5' 5""",135 lbs.,--,Orthodox,"Jan 31, 1985",0.14,33%,4.68,30%,0.0,0%,0%,0.0
2945,Wade Shipp,11-5-0,The Nightmare,"6' 3""",245 lbs.,--,Orthodox,"Feb 09, 1975",4.29,86%,2.14,0%,0.0,0%,75%,0.0
2946,Raja Shippen,18-11-1,,"5' 6""",145 lbs.,--,,"Oct 07, 1986",0.0,0%,0.0,0%,0.0,0%,0%,0.0
2947,Yuya Shirai,26-14-2,,"5' 8""",168 lbs.,--,Orthodox,"Apr 02, 1980",1.02,100%,4.07,55%,0.0,0%,0%,0.0
2948,Wes Shivers,7-1-0,,"6' 8""",--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
2949,Alexander Shlemenko,NC),Storm,"5' 11""",185 lbs.,--,,"May 20, 1984",4.36,60%,1.71,63%,0.0,0%,0%,0.0
2950,Josh Shockley,11-4-0,,"6' 1""",155 lbs.,--,Orthodox,"Nov 15, 1989",1.4,33%,1.75,60%,0.0,0%,61%,0.8
2951,Josh Shockman,6-3-0,The War Hammer,"6' 4""",235 lbs.,--,Southpaw,"Dec 29, 1980",0.87,32%,0.87,58%,0.0,0%,23%,0.0
2952,Akira Shoji,14-17-5,,"5' 8""",195 lbs.,--,Orthodox,"Jan 31, 1974",1.03,34%,2.63,53%,1.79,73%,82%,0.4
2953,Jack Shore,13-0-0,Tank,"5' 8""",135 lbs.,"71""",Orthodox,"Feb 06, 1995",3.69,54%,0.59,76%,5.16,46%,0%,1.5
2954,Landon Showalter,11-19-1,The Show,"6' 0""",185 lbs.,--,,"Jun 14, 1976",0.0,0%,0.0,0%,0.0,0%,0%,0.0
2955,Ivan Shtyrkov,15-0-1,Ural Hulk,"6' 0""",205 lbs.,"74""",Orthodox,"Jun 09, 1988",0.0,0%,0.0,0%,0.0,0%,0%,0.0
2956,Brandon Shuey,7-6-0,Big Dawg,"5' 7""",155 lbs.,--,Orthodox,"Feb 01, 1976",0.68,33%,1.36,0%,0.0,0%,0%,10.2
2957,Sam Sicilia,15-8-0,,"5' 8""",145 lbs.,"67""",Orthodox,"Feb 01, 1986",2.46,33%,3.55,59%,1.45,43%,70%,0.9
2958,Kiril Sidelnikov,11-4-0,,"5' 11""",230 lbs.,--,,"Aug 17, 1988",2.87,28%,4.48,61%,0.0,0%,0%,0.0
2959,Steven Siler,29-16-0,Super,"5' 11""",145 lbs.,"70""",Orthodox,"Feb 15, 1987",3.21,41%,2.96,54%,0.47,21%,55%,1.6
2960,Siala Siliga,12-5-0,Mighty Mo,"6' 1""",290 lbs.,--,Orthodox,"Oct 08, 1970",1.08,26%,1.96,50%,1.47,50%,80%,0.0
2961,Xavier Siller,5-5-0,Young Guns,"5' 5""",125 lbs.,--,,"Jun 06, 1994",1.02,36%,1.53,57%,3.83,100%,0%,0.0
2962,Assuerio Silva,NC),,"5' 10""",241 lbs.,--,Orthodox,"Jun 18, 1974",1.42,46%,4.2,54%,2.66,34%,25%,1.8
2963,Anderson Silva,NC),The Spider,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 14, 1975",3.05,61%,2.05,60%,0.5,77%,69%,0.8
2964,Wanderlei Silva,NC),The Axe Murderer,"5' 11""",205 lbs.,"74""",Orthodox,"Jul 03, 1976",2.79,40%,2.19,60%,0.97,53%,62%,0.6
2965,Thiago Silva,NC),,"6' 2""",205 lbs.,"74""",Orthodox,"Nov 12, 1982",3.92,50%,2.55,67%,1.03,47%,70%,0.7
2966,Paulo Cesar Silva,2-6-0,Giant,"7' 5""",385 lbs.,--,Orthodox,"Jul 21, 1963",0.4,15%,2.72,47%,0.42,100%,16%,0.4
2967,Jean Silva,NC),White Bear,"5' 6""",160 lbs.,--,Orthodox,"Oct 08, 1977",0.73,22%,2.93,52%,0.0,0%,0%,0.0
2968,Edson Silva,NC),Paredao,--,205 lbs.,--,Orthodox,--,2.69,14%,5.37,50%,0.0,0%,0%,0.0
2969,Sidney Silva,8-4-0,,"6' 3""",170 lbs.,--,Southpaw,"Feb 27, 1972",2.86,65%,3.3,34%,3.3,100%,0%,0.0
2970,Jay Silva,10-11-1,,"6' 2""",185 lbs.,--,Southpaw,--,1.13,34%,3.07,40%,0.0,0%,38%,1.0
2971,Antonio Silva,19-12-1,Bigfoot,"6' 4""",264 lbs.,"82""",Orthodox,"Sep 14, 1979",2.89,45%,3.09,50%,0.82,29%,66%,0.8
2972,Fabio Silva,1-8-0,,"5' 11""",205 lbs.,--,Orthodox,"Mar 31, 1982",0.09,11%,5.9,38%,0.0,0%,0%,0.0
2973,Erick Silva,NC),,"6' 0""",170 lbs.,"74""",Orthodox,"Jun 21, 1984",2.5,48%,4.18,49%,0.85,35%,56%,1.4
2974,Leandro Silva,NC),Buscape,"5' 9""",155 lbs.,"72""",Orthodox,"Nov 11, 1985",2.39,48%,2.08,63%,1.76,37%,65%,0.4
2975,Claudio Silva,14-2-0,Hannibal,"5' 11""",170 lbs.,"71""",Southpaw,"Sep 06, 1982",3.14,42%,3.12,43%,3.01,28%,66%,1.6
2976,Wagner Silva,6-3-0,Wagnao,"6' 0""",170 lbs.,--,Orthodox,"Feb 07, 1987",1.69,29%,2.87,65%,0.0,0%,58%,0.0
2977,Rafael Silva,28-6-0,Morcego,"5' 7""",135 lbs.,--,,"Mar 20, 1985",0.67,50%,0.73,67%,0.0,0%,25%,1.0
2978,Joaquim Silva,11-3-0,Netto BJJ,"5' 8""",155 lbs.,"69""",Southpaw,"Feb 05, 1989",3.92,37%,4.43,56%,0.24,50%,64%,0.7
2979,Felipe Silva,8-2-0,,"6' 0""",155 lbs.,"77""",Orthodox,"May 08, 1984",5.4,50%,1.8,59%,1.0,100%,71%,0.0
2980,Dayana Silva,7-4-0,,"5' 7""",135 lbs.,--,Orthodox,"Aug 27, 1990",6.33,51%,5.93,57%,0.0,0%,42%,0.0
2981,Bruno Silva,NC),Bulldog,"5' 4""",125 lbs.,"65""",Orthodox,"Mar 16, 1990",2.6,42%,3.51,55%,3.14,30%,61%,0.0
2982,Bruno Silva,19-6-0,Blindado,"6' 0""",185 lbs.,--,,"Jul 13, 1989",0.0,0%,0.0,0%,0.0,0%,0%,0.0
2983,Gabriel Silva,8-2-0,,"5' 6""",135 lbs.,"71""",Orthodox,"Aug 26, 1994",1.3,34%,3.47,45%,1.5,25%,38%,0.5
2984,Jacob Silva,6-4-0,Lil Animal,"5' 5""",125 lbs.,"67""",Orthodox,"Feb 23, 1988",4.17,44%,4.92,56%,1.51,100%,66%,0.0
2985,Natalia Silva,12-5-1,,"5' 4""",125 lbs.,--,,"Feb 03, 1997",0.0,0%,0.0,0%,0.0,0%,0%,0.0
2986,Douglas Silva de Andrade,NC),D Silva,"5' 7""",145 lbs.,"68""",Orthodox,"Jun 22, 1985",3.96,38%,4.43,58%,0.65,50%,65%,0.0
2987,Leonardo Silva de Oliveira,12-4-0,Cabecao,"6' 2""",185 lbs.,--,Orthodox,"Apr 23, 1992",1.07,40%,0.54,50%,24.11,50%,0%,0.0
2988,Marcus Silveira,NC),Conan,"6' 3""",242 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
2989,Elias Silverio,13-3-0,Xuxu,"5' 11""",155 lbs.,"73""",Orthodox,"Sep 22, 1986",3.67,49%,2.97,51%,1.62,38%,85%,0.2
2990,Jamey Simmons,7-3-0,The Afro Samurai,"5' 6""",145 lbs.,"70""",Orthodox,"Sep 11, 1992",0.52,50%,2.08,50%,0.0,0%,100%,0.0
2991,Ricky Simon,16-3-0,,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 31, 1992",3.21,41%,3.68,63%,6.61,51%,72%,0.2
2992,Aaron Simpson,12-5-0,A-Train,"6' 0""",170 lbs.,"73""",Orthodox,"Jul 20, 1974",3.6,52%,2.53,56%,3.78,34%,83%,0.5
2993,Wes Sims,NC),The Project,"6' 10""",260 lbs.,--,Orthodox,"Aug 04, 1979",0.98,51%,2.95,37%,0.0,0%,40%,2.3
2994,Marlon Sims,3-4-0,,--,170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
2995,Tony Sims,12-4-0,,"5' 11""",155 lbs.,"70""",Southpaw,"Oct 14, 1985",1.81,63%,0.76,65%,0.71,50%,50%,0.7
2996,Everett Sims,4-1-0,Sexual Chocolate,"6' 5""",260 lbs.,"77""",Southpaw,"Sep 04, 1988",0.81,66%,2.19,30%,0.0,0%,42%,1.2
2997,Lodune Sincaid,15-9-0,,"5' 9""",185 lbs.,--,Orthodox,"May 07, 1973",2.72,42%,6.17,57%,0.0,0%,75%,0.0
2998,Rob Sinclair,13-5-0,,"5' 8""",155 lbs.,--,,"Feb 20, 1980",1.2,33%,1.73,73%,0.0,0%,50%,0.0
2999,Rory Singer,11-9-0,Outburst,"6' 2""",185 lbs.,"77""",Orthodox,"May 28, 1976",2.55,39%,2.42,63%,0.39,25%,64%,0.8
3000,Elvis Sinosic,7-11-2,The King of Rock n' Rumble,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 13, 1971",1.13,37%,4.6,53%,0.0,0%,0%,1.2
3001,Mitchell Sipe,4-1-0,No Dice,"6' 2""",245 lbs.,--,Orthodox,"Apr 09, 1996",5.5,56%,9.98,46%,1.53,20%,0%,0.0
3002,AJ Siscoe,1-2-0,Let's Go,"5' 7""",135 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3003,Yokthai Sithoar,0-1-0,,"5' 7""",143 lbs.,--,,"Dec 25, 1974",0.0,0%,0.0,0%,0.0,0%,0%,0.0
3004,Jeri Sitzes,3-1-0,,"5' 5""",125 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3005,Dennis Siver,NC),,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 13, 1979",3.87,32%,2.67,65%,0.87,32%,65%,0.3
3006,Chas Skelly,NC),The Scrapper,"5' 11""",145 lbs.,"72""",Orthodox,"May 11, 1985",2.02,40%,3.35,48%,1.71,34%,33%,2.4
3007,Matt Skelton,0-1-0,,"6' 3""",265 lbs.,--,Orthodox,"Jan 23, 1967",0.0,0%,0.54,0%,0.0,0%,66%,0.0
3008,Zach Skinner,10-11-0,,"5' 6""",145 lbs.,--,Orthodox,--,0.53,50%,2.4,32%,5.0,27%,100%,1.0
3009,Brian Sleeman,9-9-1,,"5' 8""",185 lbs.,--,,--,4.0,48%,1.85,70%,9.23,100%,100%,0.0
3010,Joe Slick,16-5-3,,"6' 0""",199 lbs.,--,Orthodox,"Oct 17, 1977",0.0,0%,0.0,0%,0.0,0%,0%,0.0
3011,Ray Sloan,8-1-0,,"6' 1""",205 lbs.,--,,"Jul 14, 1985",0.0,0%,0.0,0%,0.0,0%,0%,0.0
3012,Kestutis Smirnovas,24-8-2,,"5' 10""",200 lbs.,--,Orthodox,--,4.95,52%,5.05,54%,1.55,50%,100%,1.6
3013,Maurice Smith,12-14-0,,"6' 2""",221 lbs.,--,Orthodox,"Dec 13, 1961",0.41,46%,0.47,60%,0.89,50%,20%,0.9
3014,Patrick Smith,20-17-0,,"6' 2""",225 lbs.,--,Orthodox,"Aug 28, 1963",0.0,0%,0.0,0%,0.0,0%,0%,0.0
3015,Scott Smith,NC),Hands of Steel,"6' 0""",185 lbs.,"70""",Orthodox,"May 21, 1979",1.9,27%,5.87,50%,0.12,6%,58%,0.5
3016,Eric Smith,1-1-0,,--,--,--,Southpaw,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3017,Josh Smith,9-8-0,,"6' 0""",155 lbs.,--,Orthodox,"Jul 02, 1982",0.73,28%,1.4,54%,0.0,0%,57%,2.0
3018,David Smith,5-1-0,,--,155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3019,Adam Smith,0-3-0,,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3020,Dillon Smith,0-0-0,,"6' 0""",170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3021,Trevor Smith,15-10-0,Hot Sauce,"6' 3""",185 lbs.,"75""",Orthodox,"Jan 05, 1981",3.29,55%,3.31,51%,1.7,32%,60%,0.7
3022,Anthony Smith,34-16-0,Lionheart,"6' 4""",205 lbs.,"76""",Orthodox,"Jul 26, 1988",2.94,46%,4.38,42%,0.49,28%,51%,0.7
3023,Colton Smith,7-4-0,,"6' 0""",155 lbs.,"71""",Orthodox,"Aug 14, 1987",1.64,41%,2.3,51%,4.09,36%,25%,1.4
3024,Gilbert Smith,12-6-0,,"5' 9""",185 lbs.,--,Southpaw,"Oct 19, 1981",1.09,41%,2.73,35%,3.51,60%,0%,1.2
3025,Leslie Smith,10-7-1,The Peacemaker,"5' 9""",135 lbs.,"66""",Orthodox,"Aug 17, 1982",7.56,40%,8.41,51%,0.0,0%,62%,0.0
3026,Devonte Smith,10-2-0,King Kage,"5' 9""",155 lbs.,"76""",Orthodox,"Jul 30, 1993",6.88,56%,3.65,59%,0.0,0%,100%,0.0
3027,Cole Smith,7-2-0,The Cole Train,"5' 11""",135 lbs.,"67""",Orthodox,"Apr 05, 1989",1.78,35%,1.96,49%,1.67,33%,45%,1.7
3028,Nate Smith,6-1-0,The Savage,"5' 6""",125 lbs.,"69""",Switch,"Apr 09, 1995",1.28,38%,2.04,35%,0.0,0%,33%,2.3
3029,Walter Smith-Cotito,NC),,"5' 8""",135 lbs.,--,,--,2.95,36%,3.53,68%,2.16,33%,57%,0.0
3030,Justin Smitley,10-7-1,,--,145 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3031,Dmitrii Smoliakov,9-3-0,The Lifeguard,"6' 2""",253 lbs.,"74""",Switch,"Aug 05, 1982",1.44,42%,3.81,55%,0.0,0%,75%,0.0
3032,Louis Smolka,17-7-0,Da Last Samurai,"5' 9""",135 lbs.,"68""",Orthodox,"Jul 16, 1991",4.44,46%,3.74,53%,1.84,37%,31%,1.9
3033,Richie Smullen,3-1-1,,"5' 9""",155 lbs.,"68""",Orthodox,"Aug 17, 1991",1.98,77%,2.26,65%,8.49,66%,0%,0.0
3034,Devin Smyth,4-2-0,,"5' 10""",170 lbs.,"72""",Switch,"Jul 21, 1995",2.6,68%,6.73,25%,4.0,26%,100%,0.0
3035,Denis Sobolev,4-7-0,,"6' 3""",216 lbs.,--,Orthodox,--,0.0,0%,5.45,33%,0.0,0%,0%,0.0
3036,Peter Sobotta,17-7-1,,"6' 0""",170 lbs.,"75""",Southpaw,"Jan 11, 1987",2.14,40%,2.9,58%,1.53,32%,77%,0.5
3037,Renato Sobral,37-11-0,Babalu,"6' 1""",205 lbs.,"75""",Orthodox,"Sep 07, 1975",2.23,45%,1.53,57%,2.48,42%,65%,2.6
3038,Rameau Thierry Sokoudjou,18-18-0,The African Assassin,"5' 10""",205 lbs.,"78""",Orthodox,"Apr 18, 1984",2.26,45%,2.61,56%,1.93,47%,78%,0.9
3039,Joe Solecki,10-2-0,,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 27, 1993",3.62,74%,0.93,51%,3.31,62%,0%,1.3
3040,Chris Solomon,0-0-0,,"5' 11""",155 lbs.,--,,--,0.0,0%,2.8,37%,0.0,0%,33%,0.0
3041,Joe Son,0-4-0,,"5' 4""",236 lbs.,--,Orthodox,"Nov 22, 1970",0.0,0%,0.0,0%,0.0,0%,0%,0.0
3042,Paul Song,2-2-0,,--,185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3043,Song Kenan,16-5-0,The Assassin,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 10, 1990",4.3,45%,4.2,56%,0.0,0%,45%,0.0
3044,Chael Sonnen,29-15-1,,"6' 1""",205 lbs.,"73""",Southpaw,"Apr 03, 1977",3.08,43%,1.1,62%,3.81,59%,66%,0.4
3045,Cody Sons,3-7-0,,"5' 9""",205 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3046,Jin Soo Son,9-4-0,,"5' 6""",135 lbs.,"69""",Orthodox,"Apr 01, 1993",5.1,36%,7.63,52%,1.5,25%,100%,0.0
3047,Emiliano Sordi,16-7-0,He-Man,"6' 2""",205 lbs.,--,Orthodox,"Feb 15, 1991",4.79,50%,4.79,48%,0.0,0%,100%,8.3
3048,Sean Soriano,10-5-0,,"5' 9""",145 lbs.,--,Orthodox,"Oct 06, 1989",3.15,61%,2.31,52%,1.27,42%,55%,0.0
3049,Punahele Soriano,7-0-0,Puna,"5' 11""",185 lbs.,"72""",Southpaw,"Nov 22, 1992",3.99,42%,2.41,46%,3.28,80%,0%,0.0
3050,Dmitry Sosnovskiy,11-0-0,Wicked Machine,"6' 3""",240 lbs.,"77""",Orthodox,"Jul 06, 1989",2.95,70%,2.53,35%,3.16,66%,100%,3.2
3051,Ben Sosoli,NC),Combat Wombat,"6' 0""",265 lbs.,"72""",Southpaw,"Dec 10, 1989",2.31,31%,4.3,47%,0.0,0%,0%,0.0
3052,Krzysztof Soszynski,26-12-1,The Polish Experiment,"6' 1""",205 lbs.,"77""",Open Stance,"Aug 02, 1977",3.37,39%,3.13,58%,0.52,25%,71%,1.0
3053,George Sotiropoulos,14-7-0,,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 09, 1977",2.61,27%,2.52,67%,2.32,31%,53%,1.6
3054,Greg Soto,9-4-0,,"5' 11""",170 lbs.,"73""",Orthodox,"Jun 03, 1986",3.21,63%,2.61,52%,1.49,27%,44%,1.0
3055,Alex Soto,8-3-1,Extremo,"5' 8""",135 lbs.,--,Southpaw,"Feb 15, 1984",2.95,25%,5.02,59%,2.82,30%,0%,0.0
3056,Joe Soto,18-7-0,One Bad Mofo,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 22, 1987",3.36,41%,5.37,67%,0.85,21%,70%,1.9
3057,Mario Soto,7-2-0,Dr. Mario,"6' 0""",145 lbs.,--,,--,1.43,23%,5.23,42%,0.0,0%,0%,0.0
3058,Andre Soukhamthath,13-8-0,The Asian Sensation,"5' 9""",135 lbs.,"70""",Orthodox,"Oct 23, 1988",2.77,44%,4.31,49%,1.25,53%,58%,0.2
3059,Bobby Southworth,NC),,"6' 2""",205 lbs.,--,Orthodox,"Dec 16, 1969",0.99,39%,1.38,65%,3.98,78%,64%,1.3
3060,Jacare Souza,NC),,"6' 1""",185 lbs.,"72""",Orthodox,"Dec 07, 1979",2.53,46%,2.85,62%,2.55,39%,60%,1.4
3061,Edimilson Souza,15-5-0,Kevin,"6' 0""",145 lbs.,"74""",Orthodox,"Oct 17, 1984",4.65,44%,2.91,58%,0.0,0%,50%,0.0
3062,Livinha Souza,14-2-0,The Brazilian Gangsta,"5' 3""",115 lbs.,"63""",Orthodox,"Mar 11, 1991",2.2,46%,3.02,65%,2.59,44%,40%,1.3
3063,Mario Souza,12-1-0,Coracao Valente,"6' 3""",185 lbs.,"79""",Orthodox,"Oct 20, 1996",3.4,60%,0.93,54%,0.0,0%,0%,1.0
3064,Charon Spain,14-26-0,,"5' 9""",155 lbs.,--,,"Mar 11, 1988",0.0,0%,0.0,0%,0.0,0%,0%,0.0
3065,Chris Spang,6-3-0,The Kiss,"6' 2""",170 lbs.,--,Orthodox,"Nov 26, 1987",1.83,36%,1.95,60%,0.0,0%,50%,0.9
3066,Andreas Spang,9-3-0,Sweet Swede,"6' 1""",185 lbs.,--,,"Nov 07, 1978",0.0,0%,0.0,0%,0.0,0%,0%,0.0
3067,Ryan Spann,18-6-0,Superman,"6' 5""",205 lbs.,"79""",Orthodox,"Aug 24, 1991",3.27,44%,3.43,46%,1.76,41%,60%,1.8
3068,Ron Sparks,8-3-0,The Monster,"6' 5""",265 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3069,Tommy Speer,21-7-0,,"5' 10""",170 lbs.,"71""",Orthodox,"Aug 20, 1984",2.56,51%,5.12,35%,2.02,33%,33%,0.0
3070,Patrick Speight,7-3-0,,"6' 1""",170 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3071,Sean Spencer,12-6-0,Black Magic,"5' 10""",170 lbs.,"74""",Orthodox,"Jun 25, 1987",4.24,32%,4.02,60%,0.14,33%,68%,0.0
3072,Felicia Spencer,8-2-0,FeeNom,"5' 6""",145 lbs.,"68""",Orthodox,"Nov 29, 1990",3.02,45%,5.57,43%,0.64,10%,14%,0.3
3073,Sam Spengler,9-5-0,The Ram,"5' 11""",185 lbs.,--,Orthodox,--,3.27,62%,3.27,54%,1.75,11%,75%,1.8
3074,Nick Sperling,3-4-0,,--,135 lbs.,--,,--,1.4,25%,1.4,66%,0.0,0%,0%,0.0
3075,Mario Sperry,13-4-0,Zen Machine,"6' 2""",205 lbs.,--,Orthodox,"Sep 28, 1966",2.81,52%,1.53,47%,2.09,42%,71%,1.4
3076,Eric Spicely,12-6-0,Zebrinha,"6' 1""",185 lbs.,"73""",Orthodox,"Sep 29, 1986",3.71,45%,5.72,55%,1.31,20%,75%,1.0
3077,Waachiim Spiritwolf,NC),Native Warrior,"5' 8""",170 lbs.,--,,--,10.0,100%,10.0,0%,0.0,0%,0%,0.0
3078,Daniel Spitz,6-3-0,,"6' 7""",245 lbs.,"82""",Orthodox,"Jul 31, 1990",2.6,35%,5.3,46%,0.74,66%,0%,0.0
3079,Serghei Spivac,11-2-0,Polar Bear,"6' 3""",260 lbs.,"78""",Orthodox,"Jan 24, 1995",3.15,44%,3.2,59%,3.46,56%,75%,0.4
3080,Daniel Spohn,15-6-0,Dragon,"6' 4""",205 lbs.,"79""",Southpaw,"Oct 12, 1984",2.42,49%,1.6,53%,0.0,0%,28%,2.5
3081,Pete Spratt,25-23-0,The Secret Weapon,"5' 9""",170 lbs.,--,Orthodox,"Jan 09, 1971",1.63,48%,1.33,55%,0.3,100%,46%,0.3
3082,Austin Springer,12-4-0,,"5' 8""",145 lbs.,"71""",Orthodox,"May 12, 1987",3.54,57%,3.15,41%,3.37,40%,100%,0.8
3083,Georges St-Pierre,26-2-0,Rush,"5' 11""",185 lbs.,"76""",Orthodox,"May 19, 1981",3.78,53%,1.4,72%,4.16,74%,83%,1.1
3084,Bobby Stack,8-3-0,,"5' 9""",155 lbs.,--,Orthodox,--,1.0,20%,2.89,34%,7.48,45%,100%,0.0
3085,Andreas Stahl,10-4-0,Real Steel,"5' 11""",170 lbs.,--,Orthodox,"May 20, 1988",2.83,37%,4.74,57%,1.55,66%,80%,0.0
3086,Ron Stallings,NC),The Choir Boy,"6' 2""",170 lbs.,"75""",Southpaw,"Jan 25, 1983",3.22,60%,3.26,51%,0.0,0%,71%,0.0
3087,Cody Stamann,19-3-1,The Spartan,"5' 6""",145 lbs.,"64""",Orthodox,"Nov 09, 1989",4.14,48%,3.18,63%,3.03,46%,80%,0.0
3088,Cristina Stanciu,5-2-0,Barbie,"5' 3""",115 lbs.,--,Orthodox,"Mar 29, 1994",2.5,50%,3.07,52%,0.85,100%,40%,1.7
3089,Brian Stann,12-6-0,All American,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 24, 1980",3.28,42%,2.65,59%,0.12,12%,60%,0.3
